Points_0,Points_1,Points_2,ph,uh_0,uh_1,uh_2
0.509893,-5.42927,0,0.877392,1.06714,-0.0149334,0
0.50961,-4.91042,0,1.24773,1.00767,-0.0377648,0
0.509353,-4.43874,0,0.961834,1.01759,0.00879594,0
0.50912,-4.00994,0,1.18149,0.992015,-0.00911955,0
0.508907,-3.62013,0,1.0276,0.987086,0.00787951,0
0.508714,-3.26575,0,1.13351,0.991808,-0.00391961,0
0.508539,-2.94358,0,1.06345,0.987689,0.00161116,0
0.508379,-2.65071,0,1.10936,0.99107,-0.00339014,0
0.508234,-2.38446,0,1.08086,0.988678,-0.00164591,0
0.508102,-2.14241,0,1.09907,0.990163,-0.00382078,0
0.507982,-1.92237,0,1.08857,0.989065,-0.00373668,0
0.507873,-1.72233,0,1.09511,0.989517,-0.00495667,0
0.507774,-1.54048,0,1.0916,0.989352,-0.0054905,0
0.507684,-1.37516,0,1.0936,0.989653,-0.00644676,0
0.507602,-1.22487,0,1.09239,0.990011,-0.00720378,0
0.507528,-1.08824,0,1.09259,0.990586,-0.00805138,0
0.50746,-0.964032,0,1.09177,0.991447,-0.00881144,0
0.507399,-0.851115,0,1.09105,0.992577,-0.00953333,0
0.507343,-0.748464,0,1.08983,0.994149,-0.0101562,0
0.507292,-0.655145,0,1.08827,0.996142,-0.0106673,0
0.507246,-0.57031,0,1.08631,0.998651,-0.0110288,0
0.507204,-0.493186,0,1.08386,1.00175,-0.0112376,0
0.507165,-0.423074,0,1.08099,1.00536,-0.0113014,0
0.507131,-0.359336,0,1.07775,1.00803,-0.0111911,0
0.530612,-6,0,1.26364,0.999,0,0
0.530314,-5.4293,0,0.87309,1.06856,-0.0151749,0
0.530042,-4.91049,0,1.2441,1.00662,-0.0385402,0
0.529795,-4.43884,0,0.958091,1.01693,0.00896996,0
0.529571,-4.01007,0,1.17678,0.992214,-0.00895061,0
0.529367,-3.62028,0,1.02403,0.986818,0.00780084,0
0.529181,-3.26592,0,1.12904,0.992128,-0.00394497,0
0.529013,-2.94378,0,1.05969,0.987583,0.00156528,0
0.52886,-2.65092,0,1.10507,0.991245,-0.00341256,0
0.52872,-2.38469,0,1.07693,0.988659,-0.00170097,0
0.528594,-2.14266,0,1.09489,0.990274,-0.00384125,0
0.528478,-1.92263,0,1.08454,0.989111,-0.0037553,0
0.528374,-1.7226,0,1.09098,0.989615,-0.00496385,0
