Points_0,Points_1,Points_2,ph,uh_0,uh_1,uh_2
0.653061,-6,0,1.1336,0.8,0,0
0.652836,-5.42952,0,0.959647,0.841817,-0.00692317,0
0.652632,-4.9109,0,1.1246,0.795933,-0.0179308,0
0.652446,-4.43943,0,0.996492,0.80057,0.00313211,0
0.652277,-4.01083,0,1.09527,0.799224,-0.0046069,0
0.652124,-3.62118,0,1.02586,0.795693,0.00164972,0
0.651984,-3.26696,0,1.07559,0.798684,-0.00331418,0
0.651858,-2.94494,0,1.04208,0.796625,-0.000473258,0
0.651742,-2.65219,0,1.06508,0.798403,-0.00255664,0
0.651637,-2.38606,0,1.05046,0.797414,-0.0016341,0
0.651542,-2.14412,0,1.06022,0.798383,-0.00266985,0
0.651455,-1.92418,0,1.05444,0.798268,-0.00257742,0
0.651377,-1.72423,0,1.05816,0.798902,-0.00323284,0
0.651305,-1.54246,0,1.0561,0.799297,-0.0035192,0
0.65124,-1.37721,0,1.05728,0.799967,-0.00405332,0
0.651181,-1.22699,0,1.05652,0.800712,-0.0044682,0
0.651127,-1.09042,0,1.05663,0.801612,-0.00492897,0
0.651078,-0.966264,0,1.05611,0.802697,-0.00531243,0
0.651033,-0.853398,0,1.05567,0.803941,-0.00563207,0
0.650993,-0.750793,0,1.05495,0.805421,-0.00582775,0
0.650956,-0.657515,0,1.05407,0.807074,-0.0058671,0
0.650923,-0.572717,0,1.05298,0.808945,-0.00570846,0
0.650892,-0.495628,0,1.0516,0.811035,-0.00534017,0
0.650865,-0.425547,0,1.05006,0.813225,-0.00474613,0
0.65084,-0.361837,0,1.04827,0.814478,-0.00391481,0
0.673469,-6,0,1.12944,0.8,0,0
0.673257,-5.42956,0,0.955963,0.842474,-0.00691979,0
0.673064,-4.91097,0,1.12043,0.795486,-0.0179555,0
0.672888,-4.43953,0,0.992655,0.800247,0.00304658,0
0.672729,-4.01095,0,1.091,0.799345,-0.00466645,0
0.672583,-3.62133,0,1.02198,0.795616,0.00160819,0
0.672452,-3.26713,0,1.07139,0.798786,-0.0033374,0
0.672332,-2.94513,0,1.03814,0.796569,-0.000503945,0
0.672223,-2.65241,0,1.06095,0.798463,-0.00255674,0
0.672124,-2.38629,0,1.04645,0.797408,-0.00163166,0
0.672033,-2.14437,0,1.05612,0.798429,-0.00265232,0
0.671951,-1.92444,0,1.05039,0.798292,-0.00255133,0
0.671877,-1.7245,0,1.05408,0.798952,-0.0031903,0
0.671809,-1.54274,0,1.05204,0.799343,-0.0034611,0
