Points_0,Points_1,Points_2,uh_0,uh_1,uh_2
-1.81477,0.533084,0,1,0,0
-1.64686,0.485009,0,1,0,0
-1.4942,0.441304,0,1,0,0
-1.35543,0.401572,0,1,0,0
-1.22927,0.365453,0,1,0,0
-1.11458,0.332617,0,1,0,0
-1.01031,0.302766,0,1,0,0
-0.915529,0.275629,0,1,0,0
-0.829361,0.250958,0,1,0,0
-0.751026,0.228531,0,1,0,0
-0.679812,0.208142,0,1,0,0
-0.615073,0.189607,0,1,0,0
-0.556218,0.172757,0,1,0,0
-0.502715,0.157439,0,1,0,0
-0.454075,0.143513,0,1,0,0
-0.409857,0.130854,0,1,0,0
-0.369658,0.119345,0,1,0,0
-0.333115,0.108882,0,1,0,0
-5.63481,2.06129,0,1,0,0
-5.1196,1.87408,0,1,0,0
-4.65122,1.70389,0,1,0,0
-4.22542,1.54918,0,1,0,0
-3.83834,1.40852,0,1,0,0
-3.48644,1.28066,0,1,0,0
-3.16653,1.16441,0,1,0,0
-2.87571,1.05874,0,1,0,0
-2.61132,0.962673,0,1,0,0
-2.37097,0.875338,0,1,0,0
-2.15247,0.795943,0,1,0,0
-1.95383,0.723766,0,1,0,0
-1.77325,0.658151,0,1,0,0
-1.60909,0.5985,0,1,0,0
-1.45985,0.544273,0,1,0,0
-1.32418,0.494975,0,1,0,0
-1.20084,0.450158,0,1,0,0
-1.08871,0.409416,0,1,0,0
-0.986781,0.372378,0,1,0,0
-0.894115,0.338707,0,1,0,0
-0.809874,0.308097,0,1,0,0
-0.733291,0.280269,0,1,0,0
-0.66367,0.254972,0,1,0,0
-0.600378,0.231974,0,1,0,0
-0.54284,0.211067,0,1,0,0
-0.490532,0.19206,0,1,0,0
-0.44298,0.174782,0,1,0,0
-0.399751,0.159074,0,1,0,0
-0.360451,0.144794,0,1,0,0
-0.324725,0.131812,0,1,0,0
-5.46547,2.47561,0,1,0,0
-4.96565,2.25051,0,1,0,0
-4.51126,2.04588,0,1,0,0
-4.09818,1.85985,0,1,0,0
-3.72266,1.69073,0,1,0,0
-3.38127,1.53699,0,1,0,0
-3.07092,1.39722,0,1,0,0
-2.78878,1.27016,0,1,0,0
-2.53229,1.15466,0,1,0,0
-2.29912,1.04965,0,1,0,0
-2.08714,0.954185,0,1,0,0
-1.89444,0.867401,0,1,0,0
-1.71926,0.788507,0,1,0,0
-1.56,0.716785,0,1,0,0
-1.41521,0.651583,0,1,0,0
-1.28359,0.592309,0,1,0,0
-1.16394,0.538423,0,1,0,0
-1.05516,0.489436,0,1,0,0
-0.956277,0.444902,0,1,0,0
-0.866379,0.404417,0,1,0,0
-0.784653,0.367612,0,1,0,0
-0.710358,0.334153,0,1,0,0
-0.642816,0.303736,0,1,0,0
-0.581415,0.276084,0,1,0,0
-0.525595,0.250946,0,1,0,0
-0.47485,0.228093,0,1,0,0
-0.428718,0.207317,0,1,0,0
-0.38678,0.188431,0,1,0,0
-0.348655,0.171261,0,1,0,0
-0.313995,0.155652,0,1,0,0
-5.24706,2.91004,0,1,0,0
-4.7671,2.64522,0,1,0,0
-4.33078,2.40446,0,1,0,0
-3.93412,2.18559,0,1,0,0
-3.57352,1.98662,0,1,0,0
-3.24571,1.80574,0,1,0,0
-2.94769,1.64131,0,1,0,0
-2.67677,1.49182,0,1,0,0
-2.43048,1.35592,0,1,0,0
-2.20657,1.23237,0,1,0,0
-2.00303,1.12006,0,1,0,0
-1.81798,1.01796,0,1,0,0
-1.64976,0.925135,0,1,0,0
-1.49683,0.840752,0,1,0,0
-1.3578,0.764041,0,1,0,0
-1.23142,0.694303,0,1,0,0
-1.11652,0.630905,0,1,0,0
-1.01207,0.573271,0,1,0,0
-0.91711,0.520876,0,1,0,0
-0.830786,0.473244,0,1,0,0
-0.752309,0.429942,0,1,0,0
-0.680967,0.390577,0,1,0,0
-0.61611,0.354791,0,1,0,0
-0.557149,0.322257,0,1,0,0
-0.503549,0.292682,0,1,0,0
-0.454821,0.265795,0,1,0,0
-0.410523,0.241352,0,1,0,0
-0.370252,0.219132,0,1,0,0
-0.333642,0.198931,0,1,0,0
-0.30036,0.180567,0,1,0,0
-4.96604,3.36726,0,1,0,0
-4.51167,3.06061,0,1,0,0
-4.0986,2.78183,0,1,0,0
-3.72309,2.52839,0,1,0,0
-3.38171,2.298,0,1,0,0
-3.07137,2.08854,0,1,0,0
-2.78924,1.89813,0,1,0,0
-2.53276,1.72504,0,1,0,0
-2.29959,1.56767,0,1,0,0
-2.08763,1.42461,0,1,0,0
-1.89493,1.29456,0,1,0,0
