Points_0,Points_1,Points_2,uh_0,uh_1,uh_2
-2.09795,-1.15907,0,1,0,0
-1.98599,-1.3419,0,1,0,0
-1.84133,-1.53439,0,1,0,0
-1.65288,-1.73575,0,1,0,0
-1.40443,-1.94227,0,1,0,0
-1.07216,-2.14367,0,1,0,0
-0.62125,-2.31493,0,1,0,0
-0.00390083,-2.39684,0,1,0,0
0.00421093,2.1104,0,1,0,0
-0.539621,2.04025,0,1,0,0
-0.937189,1.8909,0,1,0,0
-1.2304,1.71463,0,1,0,0
-1.44981,1.53359,0,1,0,0
-1.61638,1.35689,0,1,0,0
-1.74436,1.18787,0,1,0,0
-1.84353,1.02724,0,1,0,0
-1.92066,0.874591,0,1,0,0
-1.98051,0.728981,0,1,0,0
-2.02646,0.589312,0,1,0,0
-2.0609,0.454437,0,1,0,0
-2.08551,0.323232,0,1,0,0
-2.10142,0.194608,0,1,0,0
-2.10933,0.0675099,0,1,0,0
-2.10958,-0.0590918,0,1,0,0
-2.10218,-0.18622,0,1,0,0
-2.08678,-0.314907,0,1,0,0
-2.0627,-0.446209,0,1,0,0
-2.02879,-0.58122,0,1,0,0
-1.9834,-0.721072,0,1,0,0
-1.92413,-0.866919,0,1,0,0
-1.84761,-1.01988,0,1,0,0
-1.74909,-1.1809,0,1,0,0
-1.62178,-1.35043,0,1,0,0
-1.45591,-1.52779,0,1,0,0
-1.23723,-1.7097,0,1,0,0
-0.944728,-1.88714,0,1,0,0
-0.547758,-2.03808,0,1,0,0
-0.00421093,-2.1104,0,1,0,0
0.00449283,1.85001,0,1,0,0
-0.472265,1.78872,0,1,0,0
-0.820837,1.65795,0,1,0,0
-1.07793,1.50354,0,1,0,0
-1.27034,1.34492,0,1,0,0
-1.41643,1.19008,0,1,0,0
-1.52868,1.04196,0,1,0,0
-1.61567,0.901198,0,1,0,0
-1.68334,0.767409,0,1,0,0
-1.73587,0.639789,0,1,0,0
-1.7762,0.517369,0,1,0,0
-1.80645,0.399149,0,1,0,0
-1.82807,0.284142,0,1,0,0
-1.84206,0.171394,0,1,0,0
-1.84904,0.0599813,0,1,0,0
-1.84931,-0.0509996,0,1,0,0
-1.84287,-0.162445,0,1,0,0
-1.82943,-0.27526,0,1,0,0
-1.80836,-0.390371,0,1,0,0
-1.77869,-0.508736,0,1,0,0
-1.73895,-0.63135,0,1,0,0
-1.68705,-0.759224,0,1,0,0
-1.62003,-0.89334,0,1,0,0
-1.53373,-1.03453,0,1,0,0
-1.42219,-1.18319,0,1,0,0
-1.27686,-1.33873,0,1,0,0
-1.08522,-1.49828,0,1,0,0
-0.82888,-1.65394,0,1,0,0
-0.480948,-1.78641,0,1,0,0
-0.00449283,-1.85001,0,1,0,0
0.00474911,1.61329,0,1,0,0
-0.411033,1.56006,0,1,0,0
-0.715061,1.44617,0,1,0,0
-0.93933,1.31164,0,1,0,0
-1.10719,1.1734,0,1,0,0
-1.23465,1.03844,0,1,0,0
-1.33261,0.909326,0,1,0,0
-1.40854,0.786611,0,1,0,0
-1.46761,0.669971,0,1,0,0
-1.51347,0.558704,0,1,0,0
-1.5487,0.451967,0,1,0,0
-1.57512,0.348888,0,1,0,0
-1.59403,0.248606,0,1,0,0
-1.60628,0.150291,0,1,0,0
-1.61242,0.0531371,0,1,0,0
-1.61271,-0.0436431,0,1,0,0
-1.60714,-0.140831,0,1,0,0
-1.59546,-0.239217,0,1,0,0
-1.57715,-0.339608,0,1,0,0
-1.55133,-0.442842,0,1,0,0
-1.51673,-0.549784,0,1,0,0
-1.47153,-0.661319,0,1,0,0
-1.41314,-0.778305,0,1,0,0
-1.33794,-0.901465,0,1,0,0
-1.24075,-1.03116,0,1,0,0
-1.11408,-1.16686,0,1,0,0
-0.947036,-1.30608,0,1,0,0
-0.723563,-1.44194,0,1,0,0
-0.42021,-1.55761,0,1,0,0
-0.00474911,-1.61329,0,1,0,0
0.00498209,1.39809,0,1,0,0
-0.355367,1.35218,0,1,0,0
-0.618902,1.25365,0,1,0,0
-0.813328,1.13718,0,1,0,0
-0.95887,1.01747,0,1,0,0
-1.0694,0.900587,0,1,0,0
-1.15437,0.788746,0,1,0,0
-1.22023,0.682441,0,1,0,0
-1.27148,0.581392,0,1,0,0
-1.31128,0.484991,0,1,0,0
-1.34187,0.392511,0,1,0,0
-1.36483,0.303195,0,1,0,0
-1.38127,0.2163,0,1,0,0
-1.39194,0.131106,0,1,0,0
-1.39731,0.0469151,0,1,0,0
-1.39761,-0.0369554,0,1,0,0
-1.39284,-0.121183,0,1,0,0
-1.38277,-0.206451,0,1,0,0
-1.36695,-0.293461,0,1,0,0
-1.34463,-0.382937,0,1,0,0
-1.31471,-0.475633,0,1,0,0
-1.27559,-0.572315,0,1,0,0
-1.22506,-0.673727,0,1,0,0
-1.15996,-0.780499,0,1,0,0
-1.0758,-0.892943,0,1,0,0
-0.966097,-1.01061,0,1,0,0
-0.821412,-1.13136,0,1,0,0
-0.627821,-1.24921,0,1,0,0
-0.364995,-1.34962,0,1,0,0
-0.00498209,-1.39809,0,1,0,0
0.00519389,1.20245,0,1,0,0
-0.304762,1.1632,0,1,0,0
-0.531485,1.07863,0,1,0,0
-0.69878,0.978585,0,1,0,0
-0.824035,0.875722,0,1,0,0
-0.919178,0.775264,0,1,0,0
-0.992324,0.679128,0,1,0,0
-1.04904,0.587741,0,1,0,0
-1.09319,0.500865,0,1,0,0
-1.12748,0.417979,0,1,0,0
-1.15385,0.338459,0,1,0,0
-1.17365,0.261657,0,1,0,0
-1.18785,0.186932,0,1,0,0
-1.19708,0.113666,0,1,0,0
-1.20176,0.0412587,0,1,0,0
-1.20207,-0.0308756,0,1,0,0
-1.19802,-0.10332,0,1,0,0
-1.18942,-0.176663,0,1,0,0
-1.17587,-0.251508,0,1,0,0
-1.15673,-0.328479,0,1,0,0
-1.13105,-0.408224,0,1,0,0
-1.09747,-0.491402,0,1,0,0
-1.05408,-0.578657,0,1,0,0
-0.998154,-0.670531,0,1,0,0
-0.925841,-0.767295,0,1,0,0
-0.831569,-0.868571,0,1,0,0
-0.707208,-0.972512,0,1,0,0
-0.540783,-1.074,0,1,0,0
-0.314799,-1.16053,0,1,0,0
-0.00519389,-1.20245,0,1,0,0
0.00538643,1.0246,0,1,0,0
-0.258757,0.991405,0,1,0,0
-0.452014,0.919523,0,1,0,0
-0.594646,0.834407,0,1,0,0
-0.701457,0.746858,0,1,0,0
-0.782608,0.661334,0,1,0,0
-0.845013,0.579476,0,1,0,0
-0.893413,0.50165,0,1,0,0
-0.9311,0.427658,0,1,0,0
-0.960389,0.357059,0,1,0,0
-0.98292,0.289322,0,1,0,0
-0.999855,0.223894,0,1,0,0
-1.01201,0.160233,0,1,0,0
-1.01994,0.0978105,0,1,0,0
-1.02398,0.0361166,0,1,0,0
-1.0243,-0.0253486,0,1,0,0
-1.02091,-0.0870816,0,1,0,0
-1.01364,-0.149584,0,1,0,0
-1.00215,-0.21337,0,1,0,0
-0.985907,-0.278972,0,1,0,0
-0.96409,-0.346942,0,1,0,0
-0.935545,-0.417845,0,1,0,0
-0.898637,-0.492229,0,1,0,0
-0.851059,-0.570559,0,1,0,0
-0.789518,-0.653069,0,1,0,0
-0.709271,-0.739441,0,1,0,0
-0.603386,-0.828109,0,1,0,0
-0.461657,-0.914719,0,1,0,0
-0.269166,-0.98863,0,1,0,0
-0.00538643,-1.0246,0,1,0,0
0.00556147,0.862919,0,1,0,0
-0.216934,0.835224,0,1,0,0
-0.379768,0.774878,0,1,0,0
-0.499979,0.703336,0,1,0,0
-0.590023,0.629708,0,1,0,0
-0.658454,0.557761,0,1,0,0
-0.711094,0.488882,0,1,0,0
-0.751934,0.423386,0,1,0,0
-0.783748,0.361107,0,1,0,0
-0.808487,0.301678,0,1,0,0
-0.82753,0.244651,0,1,0,0
-0.841858,0.189565,0,1,0,0
-0.852159,0.135961,0,1,0,0
-0.858897,0.0833967,0,1,0,0
-0.862364,0.0314419,0,1,0,0
-0.862697,-0.020324,0,1,0,0
-0.859901,-0.0723191,0,1,0,0
-0.85384,-0.124966,0,1,0,0
-0.844232,-0.178698,0,1,0,0
-0.830614,-0.233965,0,1,0,0
-0.812308,-0.291232,0,1,0,0
-0.788338,-0.350975,0,1,0,0
-0.757329,-0.413658,0,1,0,0
-0.717336,-0.479676,0,1,0,0
-0.665589,-0.549228,0,1,0,0
-0.598091,-0.622051,0,1,0,0
-0.509003,-0.696833,0,1,0,0
-0.389725,-0.769919,0,1,0,0
-0.227682,-0.832359,0,1,0,0
-0.00556147,-0.862919,0,1,0,0
0.0057206,0.715934,0,1,0,0
-0.178914,0.693242,0,1,0,0
-0.31409,0.643383,0,1,0,0
-0.413918,0.58418,0,1,0,0
-0.488719,0.523209,0,1,0,0
-0.545587,0.463604,0,1,0,0
-0.589349,0.406524,0,1,0,0
-0.623317,0.352236,0,1,0,0
-0.649792,0.300606,0,1,0,0
-0.670393,0.251331,0,1,0,0
-0.686266,0.204042,0,1,0,0
-0.698225,0.158357,0,1,0,0
-0.706839,0.113896,0,1,0,0
-0.712498,0.0702933,0,1,0,0
-0.71544,0.0271922,0,1,0,0
-0.715783,-0.0157562,0,1,0,0
-0.71353,-0.0588988,0,1,0,0
-0.708569,-0.102586,0,1,0,0
-0.700666,-0.147179,0,1,0,0
-0.689439,-0.193049,0,1,0,0
-0.674324,-0.240586,0,1,0,0
-0.654513,-0.290184,0,1,0,0
-0.628866,-0.342231,0,1,0,0
-0.59577,-0.397055,0,1,0,0
-0.552926,-0.454827,0,1,0,0
-0.497018,-0.515333,0,1,0,0
-0.4232,-0.577491,0,1,0,0
-0.324331,-0.638282,0,1,0,0
-0.189969,-0.690294,0,1,0,0
-0.0057206,-0.715934,0,1,0,0
0.00586526,0.582311,0,1,0,0
-0.14435,0.564167,0,1,0,0
-0.254383,0.523842,0,1,0,0
-0.33568,0.475857,0,1,0,0
-0.396625,0.426391,0,1,0,0
-0.442981,0.378007,0,1,0,0
-0.478672,0.331654,0,1,0,0
-0.506393,0.287555,0,1,0,0
-0.528014,0.245605,0,1,0,0
-0.544854,0.205561,0,1,0,0
-0.557845,0.167124,0,1,0,0
-0.567649,0.129985,0,1,0,0
-0.574731,0.0938368,0,1,0,0
-0.579407,0.0583811,0,1,0,0
-0.581873,0.0233288,0,1,0,0
-0.582225,-0.0116036,0,1,0,0
-0.580466,-0.0466984,0,1,0,0
-0.576504,-0.0822411,0,1,0,0
-0.570152,-0.118525,0,1,0,0
-0.561098,-0.155854,0,1,0,0
-0.548884,-0.194544,0,1,0,0
-0.532854,-0.234919,0,1,0,0
-0.512082,-0.277296,0,1,0,0
-0.485255,-0.321945,0,1,0,0
-0.450505,-0.369007,0,1,0,0
-0.405133,-0.418316,0,1,0,0
-0.345197,-0.468999,0,1,0,0
-0.264883,-0.518612,0,1,0,0
-0.155684,-0.561145,0,1,0,0
-0.00586526,-0.582311,0,1,0,0
0.00599677,0.460836,0,1,0,0
-0.112928,0.446826,0,1,0,0
-0.200104,0.415168,0,1,0,0
-0.264555,0.377381,0,1,0,0
-0.312903,0.338375,0,1,0,0
